	id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
17609053,⍟ Lofty South End Penthouse w/Street Parking! ⍟,12452436,Drew,,South End,42.34007,-71.07482,Entire home/apt,170,28,17,2019-07-01,0.50,2,0
17616603,Charming 1 bedroom Condo in Historic South End,55900538,Michael,,South End,42.34058,-71.08078,Entire home/apt,250,1,148,2020-02-11,4.13,1,248
17625675,"H1, 2 min walk to T/Metro, 17 min to Downtown",30525952,Yueyang,,Dorchester,42.28112,-71.06534,Private room,42,3,99,2020-02-23,3.21,10,287
17676984,Private room-10 min to downtown15 min to Cambridge,21745230,Jurek,,Charlestown,42.38245,-71.0767,Private room,54,1,5,2017-09-02,0.14,11,37
17704067,Great Location for your stay!,16186589,Marie,,Dorchester,42.30826,-71.07034,Private room,30,30,8,2019-11-29,0.24,25,323
17729574,Lux 1 Bedroom near Charles St w/gym & WiFi,9419684,Mike,,West End,42.36438,-71.06797,Entire home/apt,217,91,1,2017-10-04,0.03,68,326
17779084,Huge rm Renovated Clean Subway Safe neighborhood,18517776,Huggy,,Roxbury,42.31333,-71.09339,Private room,36,91,0,,,31,365
17806747,Brand New North End Luxurious One Bedroom Condo,10250257,Caroline,,North End,42.36409,-71.05179,Entire home/apt,116,91,14,2018-09-03,0.39,1,212
17810176,★ The Buddha Room | Close to Subway + Downtown ★,102027626,Romo & Nayeli,,Dorchester,42.28901,-71.06819,Private room,75,2,80,2019-08-31,2.24,6,0
17810550,"Private, cls to Boston Landing & Harvard Business",121560733,Janet,,Allston,42.36097,-71.1358,Private room,67,2,101,2020-03-01,2.82,1,88
17832598,3BR 2.5Bath 2Parking By DWTN Airport BCEC Seaport,27630785,Jingjing,,South Boston,42.342,-71.05282,Entire home/apt,399,1,155,2020-02-09,4.35,1,200
17849739,Accessible & Great Private Bedroom Near T!,16186589,Marie,,Dorchester,42.28918,-71.0668,Private room,32,30,2,2019-05-06,0.09,25,354
17892769,1 Mile to Downtown Boston. Studio Apt. Brownstone.,122568097,Nick,,Roxbury,42.32431,-71.09631,Entire home/apt,80,2,142,2019-11-29,4.15,2,122
17907229,Great 3 Bdr apartment with Airbeds!,16186589,Marie,,Dorchester,42.30116,-71.0662,Entire home/apt,100,30,0,,,25,0
17927755,Master Bedroom/Private Bathroom/Mission Hill/JP,106269675,Nadia,,Mission Hill,42.3299,-71.10939,Private room,80,32,75,2019-08-18,2.08,1,256
17942707,Newly Renovated 1 BR close to T and Northeastern!,18150109,Alex,,Roxbury,42.3274,-71.09656,Entire home/apt,139,91,98,2019-11-24,2.74,3,180
17943034,"2 Blocks To TDGarden For Bruins, Celtics &Concerts",33101721,Lucian,,Downtown,42.366,-71.06393,Entire home/apt,75,91,155,2019-12-08,4.37,5,53
17952482,#101 Boston New heating AC room 免费咖啡 禁烟可讲国语,105851798,Anne,,Dorchester,42.30752,-71.06525,Private room,50,91,27,2019-11-03,0.77,20,365
17956766,"Nice 1BD, Quick to Downtown, Free Parking",5944868,Andrew,,Roxbury,42.31451,-71.08396,Private room,44,1,119,2020-01-23,3.33,1,0
17969508,Renovated House Large Bay Windows Near Orange Line,18517776,Huggy,,Roxbury,42.31343,-71.09345,Private room,36,91,0,,,31,365
17974950,"★ Sunny, Spacious & Modern ★ Great For Couples ★",69587,Boris & Susan,,East Boston,42.3766,-71.03634,Private room,45,1,404,2020-03-10,11.58,8,163
17994861,South End 2 Bed with Parking x 2,55715847,Lyndsay,,South End,42.34043,-71.07906,Entire home/apt,300,91,1,2017-05-28,0.03,1,0
18021716,Brighton - Large Bedroom 5 Mins to Green Line,123928442,Jin,,Brighton,42.3449,-71.1515,Private room,59,1,114,2020-03-07,3.24,2,63
18032982,"Massachusetts Ave, Lux 1 Bd Back Bay area",22541573,Ken,,Fenway,42.34383,-71.08805,Entire home/apt,205,91,2,2018-05-24,0.06,18,107
18035633,"Dalton Street, Lux 1bd Back Bay Apt",22541573,Ken,,Back Bay,42.34699,-71.08419,Entire home/apt,216,91,0,,,18,291
18055117,Boston Strong,124261946,Kimberly,,Dorchester,42.30475,-71.07521,Private room,39,91,2,2019-09-01,0.06,1,179
18070939,Large Stylish Newbury Street Studio w/kitchen,22348222,Maverick,,Back Bay,42.34981,-71.08263,Entire home/apt,150,1,157,2020-03-08,4.46,53,300
18134498,3Bd/3Bath So. Boston 1mile to BCEC/seaport,38117842,Rebecca,,South Boston,42.33276,-71.03331,Entire home/apt,349,2,121,2020-03-08,3.45,1,64
18141101,Private room near Harvard Stadium,91411121,Moon,,Allston,42.35299,-71.13965,Private room,75,91,22,2019-03-31,0.62,3,74
18154901,"Walk To The Beach or City, Room 3",30342817,Piter & Stacy,,Dorchester,42.31778,-71.05794,Private room,90,1,148,2020-02-23,4.17,7,302
18162671,Twin Beds near Harvard Stadium/BU,91411121,Moon,,Brighton,42.35456,-71.14097,Private room,210,91,45,2019-09-01,1.32,3,228
18170647,"Great 1 bedrm apt in Boston, Longwd Med",31340713,Kama,,Brighton,42.34006,-71.14529,Entire home/apt,105,91,3,2019-10-17,0.16,9,327
18191155,NUTS FREE & Cozy 15 min to Logan∆7 min to Downtown,33858449,Lainey,,Chinatown,42.34895,-71.05976,Private room,100,91,38,2020-01-07,7.45,1,168
18193552,Sonder | Seaport District | Serene 1BR,12243051,Sonder,,South Boston,42.33972,-71.04838,Entire home/apt,77,30,32,2020-02-08,0.91,182,84
18194203,Sonder | Seaport District | Smart 1BR,12243051,Sonder,,South Boston,42.33974,-71.04998,Entire home/apt,87,30,35,2020-02-28,1.00,182,162
18194673,Warm and serene home in Roslindale part of Boston,27364068,Katie,,Roslindale,42.27853,-71.13374,Private room,50,2,67,2019-12-31,1.94,1,82
18199963,“The Tower Bedroom” at The Perthshire House.,16441460,Charles,,Brighton,42.35395,-71.16776,Private room,55,1,73,2019-11-21,2.15,5,341
18207334,Sonder | Seaport District | Chic 1BR,12243051,Sonder,,South Boston,42.33949,-71.04978,Entire home/apt,87,30,35,2020-01-01,1.00,182,162
18207633,Sonder | Seaport District | Grand 1BR,12243051,Sonder,,South Boston Waterfront,42.34174,-71.04815,Entire home/apt,77,30,73,2020-01-09,2.06,182,28
18207761,Sonder | Seaport District | Bohemian 1BR,12243051,Sonder,,South Boston Waterfront,42.34174,-71.0481,Entire home/apt,90,30,47,2020-02-23,1.37,182,101
18209134,Sonder | Seaport District | Modern 1BR,12243051,Sonder,,South Boston,42.33971,-71.0496,Entire home/apt,84,30,33,2020-01-05,0.97,182,24
18213171,"1 Bed Penthouse, private roof-deck. Best location.",74273610,Michael,,South End,42.34447,-71.06953,Entire home/apt,249,3,37,2019-09-30,1.04,1,117
18220200,Near Orange Line Renovated Clean AC Easy Parking,18517776,Huggy,,Roxbury,42.31337,-71.09339,Private room,36,91,1,2017-09-01,0.03,31,365
18240259,"Cozy, comfortable, and convenient.",14904600,Brian,,Jamaica Plain,42.31978,-71.10306,Private room,90,91,12,2017-06-01,0.35,1,0
18254869,Spacious and Quiet Apartment in Roslindale,46966201,Eric,,Roslindale,42.27832,-71.12487,Entire home/apt,125,3,39,2020-02-12,1.13,1,275
18290558,★ Spacious & Modern | Close to Subway + Downtown ★,69587,Boris & Susan,,East Boston,42.37654,-71.03772,Private room,45,1,419,2020-03-08,11.99,8,159
18342681,"★Modern, Cozy & Convenient ★ 14 Mins to Downtown!",69587,Boris & Susan,,East Boston,42.37497,-71.03751,Private room,45,1,366,2020-03-13,10.47,8,171
18342707,★Clean | Cozy Bedroom - Close to Subway & Airport★,69587,Boris & Susan,,East Boston,42.37586,-71.0372,Private room,49,1,389,2020-03-11,11.12,8,166
18354570,Newly Remodeled Studio in Back Bay - River View,66334205,Zack,,Back Bay,42.35371,-71.07756,Entire home/apt,144,2,115,2020-02-23,3.25,1,57
18368646,"M&R - PRIVATE Bdrm Living Room, Bathroom & Parking",7988017,Polly Minter,,Dorchester,42.29185,-71.05648,Private room,113,2,88,2020-02-15,2.55,3,293
18388606,Ultra-Plush 2-BR Furnished Apt in Downtown Boston!,95459395,Bluebird,,Chinatown,42.35132,-71.0619,Entire home/apt,299,9,4,2018-10-08,0.13,43,365
18396209,FLEXIBLE LEASES Downtown 4 Beds  2 Bath Boston,103216039,Olivia,,Downtown,42.35702,-71.05518,Entire home/apt,353,91,151,2019-12-23,4.41,1,273
18440681,"Walk to the beach or city, room 5",30342817,Piter & Stacy,,Dorchester,42.31778,-71.05794,Private room,96,1,75,2020-03-01,2.18,7,356
18445635,High-End Lavish 1-BR Boston Apartment!,95459395,Bluebird,,Fenway,42.34521,-71.10022,Entire home/apt,249,28,2,2019-06-22,0.13,43,365
18488956,Newly Renovated Harborside Charmer - Near Airport,34536517,Jess,,East Boston,42.36445,-71.03234,Entire home/apt,150,2,218,2020-03-01,6.66,1,107
18508181,Sonder | Seaport District | Chic 2BR,12243051,Sonder,,South Boston,42.33986,-71.04876,Entire home/apt,104,30,47,2019-12-15,1.37,182,50
18517493,Sonder | Seaport District | Lovely 1BR,12243051,Sonder,,South Boston,42.34028,-71.04864,Entire home/apt,90,30,35,2019-12-29,1.02,182,132
18518371,Sonder | Seaport District | Unique 1BR,12243051,Sonder,,South Boston,42.34012,-71.04973,Entire home/apt,102,30,16,2019-11-15,0.47,182,101
18521414,Bluebird Lavish 2-BR Boston Apt + 24 HR Doorman,95459395,Bluebird,,Fenway,42.34524,-71.10156,Entire home/apt,499,91,1,2018-08-13,0.05,43,365
18544831,Walk to Fenway Park at this prime location,9419684,Mike,,Fenway,42.34411,-71.1013,Entire home/apt,299,29,0,,,68,174
18557609,Beacon Hill 1brm - walk everywhere!,66533138,Val,,Beacon Hill,42.36016,-71.06909,Entire home/apt,143,1,134,2020-02-01,3.88,4,251
18568481,Flats on D. Great Place to have fun.,128916761,Chris,,South Boston Waterfront,42.34445,-71.04281,Entire home/apt,156,91,0,,,1,0
18580155,Updated single family steps to Roslindale Village,2363016,Sarah,,Roslindale,42.28562,-71.1351,Entire home/apt,225,3,13,2019-11-30,0.39,1,177
18582571,Clean upscale apt and location,129018803,Paula,,Beacon Hill,42.3572,-71.07159,Entire home/apt,143,91,2,2017-05-27,0.06,1,0
18584041,Sonder | Seaport District | Calming 1BR,12243051,Sonder,,South Boston,42.34158,-71.0503,Entire home/apt,87,30,48,2020-02-02,1.40,182,132
18584402,Sonder | Seaport District | Charming 1BR,12243051,Sonder,,South Boston,42.33965,-71.04877,Entire home/apt,87,30,37,2019-12-28,1.07,182,27
18584689,Sonder | Seaport District | Handsome 2BR,12243051,Sonder,,South Boston,42.33961,-71.04959,Entire home/apt,104,30,28,2020-01-20,0.82,182,55
18584891,"Cape Cod Room, With Private Bath-Townhouse-RedLine",31035862,"Roger Michael ""Corey""",,Dorchester,42.29182,-71.06372,Private room,52,1,381,2020-03-12,11.01,2,155
18605469,No longer available,38185168,Tim,,Dorchester,42.28132,-71.05886,Private room,110,91,3,2018-10-14,0.09,1,358
18612312,Logan Intl Airport - Boston I,129278480,Jay,,East Boston,42.39051,-71.00331,Private room,50,91,0,,,4,89
18613633,Boston - Logan Intl Airport III,129278480,Jay,,East Boston,42.38848,-71.00212,Private room,50,91,4,2019-11-30,0.12,4,89
18617002,Artist's loft in the South End,43666185,Shanta,,South End,42.34165,-71.0657,Entire home/apt,150,91,6,2017-08-17,0.18,1,0
18647116,Sonder | Seaport District | Bold 2BR,12243051,Sonder,,South Boston,42.33983,-71.04874,Entire home/apt,104,30,59,2020-01-26,1.70,182,25
18656728,Family Friendly Colorful Home - close to Subway!,129651567,Jovielle,,Jamaica Plain,42.31583,-71.10138,Entire home/apt,180,91,18,2019-08-10,0.55,1,0
18690620,Great for Long Term and Travelers! Welcome Here!!,129778130,Michael,,Dorchester,42.29808,-71.07996,Private room,60,1,44,2019-10-27,1.28,2,180
18704249,Sonder | Seaport District | Lively 1BR,12243051,Sonder,,South Boston,42.3416,-71.05046,Entire home/apt,90,30,64,2020-02-29,1.86,182,132
18714825,Condo in Southie,40291423,Chris,,South Boston,42.33208,-71.05523,Entire home/apt,250,91,3,2017-07-21,0.09,1,0
18719421,★Five Star Exec Style★Walk Everywhere★Patio★,59234220,Lara,,Beacon Hill,42.35964,-71.06971,Entire home/apt,199,28,39,2019-04-01,1.37,7,100
18726297,"#301 Boston New heating 冰箱fits 3+ 1 禁止吸烟,咖啡免费",105851798,Anne,,Dorchester,42.30763,-71.06494,Private room,75,91,45,2019-09-01,1.35,20,362
18736918,Cozy 1-bd: Steps to 3 Major Train Lines!,78502728,Emily,,Brighton,42.3409,-71.14669,Entire home/apt,99,91,2,2017-08-13,0.06,1,0
18756360,"Comfortable Stay, not far from Downtown and Fenway",101057334,Gregory,,Roxbury,42.33009,-71.09308,Private room,75,1,186,2020-02-23,5.41,5,169
18774656,Private & convenient studio right next to T618,18110188,Cindy,,Allston,42.3517,-71.12511,Entire home/apt,130,1,132,2020-03-09,3.86,48,161
18777049,"Master Bed, short distance to Downtown, Fenway",101057334,Gregory,,Roxbury,42.32942,-71.09462,Private room,75,1,185,2020-02-23,5.41,5,147
18789766,"2Twin Beds close to MBTA, short distance to Fenway",101057334,Gregory,,Roxbury,42.33017,-71.09332,Private room,75,1,137,2020-02-23,4.01,5,156
18790023,Escape Noisy City in Comfy/Spacious Private Room,9705586,Estuardo,,Roslindale,42.27814,-71.13453,Private room,55,2,54,2019-10-21,1.60,2,253
18820537,#303  Boston Private room 咖啡免费全楼禁烟讲国语,105851798,Anne,,Dorchester,42.2962,-71.06142,Private room,46,91,35,2019-10-30,1.03,20,90
18829493,"Comfortable 3rd floor apartment,closed to Boston",121141886,Edgar,,East Boston,42.38041,-71.03237,Entire home/apt,125,1,235,2020-02-29,10.44,1,52
18840936,Cozy Room 3,131217528,Maria,,Dorchester,42.30585,-71.06425,Private room,55,1,127,2020-03-08,3.92,3,291
18841034,Cozy Room,131217528,Maria,,Dorchester,42.30519,-71.0659,Private room,55,1,118,2020-02-17,3.62,3,216
18841072,Cozy Room 2,131217528,Maria,,Dorchester,42.30732,-71.06576,Private room,60,1,68,2019-12-23,2.09,3,148
18858706,Shabby-Chíc Condo Steps to Airport & Subway,16284736,Jordan,,East Boston,42.37398,-71.03306,Entire home/apt,125,28,281,2019-11-27,8.22,5,0
18868165,Chinatown 2-Mins -T Lucky Rm 4  唐人街-鴻運大房-2 beds AC,131456838,Eddie,,Chinatown,42.34694,-71.0613,Private room,85,91,38,2019-06-28,1.11,1,320
18873614,BnT- BnB,66359843,Brenda,,Jamaica Plain,42.32092,-71.11619,Entire home/apt,140,1,340,2020-03-11,10.03,1,52
18875451,“The Sunset Room” at The Perthshire House.,16441460,Charles,,Brighton,42.35418,-71.16776,Private room,55,1,99,2020-03-07,2.94,5,329
18875553,“The King's Bedroom” at The Perthshire House,16441460,Charles,,Brighton,42.35401,-71.16776,Private room,60,1,26,2019-12-20,0.77,5,345
18875599,“The Pistachio Room” at The Perthshire House.,16441460,Charles,,Brighton,42.35401,-71.16776,Private room,51,1,55,2020-02-29,1.63,5,262
18886077,"Stylish, modern duplex near Orange Line, Downtown",106950426,Paul,,Roxbury,42.31632,-71.09562,Private room,45,91,7,2019-11-19,0.21,1,90
18898296,"2Twin Beds close to Northeastern University, MBTA",101057334,Gregory,,Roxbury,42.32947,-71.09341,Private room,75,1,122,2020-01-19,3.62,5,163
18899037,"Queen Bed near subway, short distance to Fenway",101057334,Gregory,,Roxbury,42.33148,-71.09314,Private room,75,1,147,2020-02-29,4.30,5,147
18923308,#304 Boston private 禁止吸烟 room 咖啡免费国语,105851798,Anne,,Dorchester,42.30747,-71.06519,Private room,58,91,51,2019-11-03,1.53,20,365
18934135,Corporate-style Apt by the State House and Commons,2356643,Voyage,,Beacon Hill,42.35761,-71.06385,Entire home/apt,85,10,54,2020-02-02,1.62,8,365
18942329,Rustic & Renovated 3BR Steps to Airport & Subway,16284736,Jordan,,East Boston,42.37378,-71.03215,Entire home/apt,145,1,222,2020-02-05,6.50,5,178
18942870,Andrew Sq - Cozy Quiet Room,18479599,Agnieszka,,Dorchester,42.32588,-71.05822,Private room,65,91,0,,,8,319
18974032,10 Allston,106561162,Lucia,,Allston,42.35343,-71.13337,Private room,60,91,27,2017-08-24,0.79,1,0
18975041,Backbay Apartment,75630007,Rajiv,,South End,42.34479,-71.07623,Entire home/apt,85,91,3,2017-08-06,0.09,1,0
19007014,#3 Samuel Adam neighborhood Boston vicinity (T),132606746,Javier/ Gilberto,,Jamaica Plain,42.31441,-71.1024,Private room,65,91,79,2019-12-30,2.75,8,288
19017513,Walk to the Beach or City room 6,30342817,Piter & Stacy,,Dorchester,42.31778,-71.05794,Private room,70,1,90,2020-02-28,2.82,7,357
19019562,★Marathon Open★ Luxe Penthouse★ Killer View Deck★,59234220,Lara,,Beacon Hill,42.36006,-71.06755,Entire home/apt,99,28,62,2019-06-14,2.07,7,125
19020833,✪SunnyDouble min 2 Fenway/DT walk to subway freepk,25203946,Eder,,Dorchester,42.31158,-71.0637,Private room,46,2,17,2019-09-15,0.53,17,236
19050865,Brownstone|Contemporary Newbury Place|1BR 1BA #6,814298,Thatch,,Back Bay,42.34959,-71.08493,Entire home/apt,200,2,62,2020-03-01,1.99,90,151
19051657,Charming Quaint|Heart of Back Bay|1BR 1BA #5,814298,Thatch,,Back Bay,42.34916,-71.08484,Entire home/apt,200,2,52,2019-11-17,1.65,90,168
19052102,Brownstone|Shopping & Food on Newbury|1BR 1BA #4,814298,Thatch,,Back Bay,42.3491,-71.08561,Entire home/apt,200,2,47,2019-12-02,1.43,90,165
19055159,#1Next Samuel Adam Brewery Boston mass,132606746,Javier/ Gilberto,,Jamaica Plain,42.31549,-71.10151,Private room,100,91,27,2020-03-03,0.83,8,179
19065795,Modern Upscale Newbury Street | 1BR 1 BA #1,814298,Thatch,,Back Bay,42.34989,-71.08542,Entire home/apt,300,2,59,2020-02-03,1.76,90,161
19065830,Trendy Flat|Bright + Light Southie| 1BR 1BA #201,814298,Thatch,,South Boston,42.34373,-71.0573,Entire home/apt,200,2,69,2019-12-01,2.09,90,312
19065836,New|Shoppers|Foodies|Newbury|Suite 1BR 1BA #2,814298,Thatch,,Back Bay,42.34844,-71.08571,Entire home/apt,200,2,88,2020-03-09,2.65,90,152
19071875,Big newly renovated 3 bedroom condo in East Boston,15943555,Monya,,East Boston,42.38025,-71.03973,Entire home/apt,300,2,9,2019-07-31,0.28,4,5
19081087,So Central|Trendy Apt. in Southie 1BR 1BA #301,814298,Thatch,,South Boston,42.34224,-71.05716,Entire home/apt,200,2,76,2020-01-06,2.32,90,309
19081593,Southie Chill Spot|1 BR 1BA #401,814298,Thatch,,South Boston,42.34167,-71.0562,Entire home/apt,200,31,47,2019-12-05,1.46,90,294
19100282,"Large, sunny hilltop home, nature lovers' paradise",133415983,Christina,,Jamaica Plain,42.30323,-71.13293,Entire home/apt,450,3,6,2019-07-14,0.30,1,51
19102037,Desirable Boston Neighborhood Near Downtown&Beach1,33656138,Stacy,,Dorchester,42.31582,-71.06132,Private room,58,1,49,2020-02-29,4.29,4,332
19102461,Private Room in very spacious JP House.( Lilac Rm),133457702,Selim,,Jamaica Plain,42.32409,-71.10639,Private room,95,1,102,2020-01-09,3.07,6,79
19102481,Desirable Boston Neighborhood Near Downtown&Beach2,33656138,Stacy,,Dorchester,42.31506,-71.05948,Private room,60,1,42,2020-02-15,3.60,4,339
19102964,Sunflower Private Room in spacious J.P. house,133457702,Selim,,Jamaica Plain,42.32296,-71.10563,Private room,95,1,101,2019-09-16,3.06,6,111
19103076,"Large Suite w/ Private Bath,Hot tub,great location",133457702,Selim,,Jamaica Plain,42.32308,-71.10722,Private room,155,1,82,2019-09-13,2.51,6,61
19115310,"Spacious 2 bedroom, 2 bathroom apartment in Boston",53555623,Cody,,South Boston,42.34216,-71.05681,Entire home/apt,250,91,13,2019-06-09,0.61,1,0
19117781,1880's Boston Townhouse on Redline!,31035862,"Roger Michael ""Corey""",,Dorchester,42.29338,-71.06378,Private room,62,1,334,2020-03-13,9.98,2,268
19123216,✪2 Double beds 4mi to Downtown near subway freepk✪,25203946,Eder,,Dorchester,42.30994,-71.06375,Private room,63,3,37,2019-09-14,1.12,17,236
19140676,Private Room 3 Min Walk to Savin Hill Subway Stop,4271667,Tianyu,,Dorchester,42.31309,-71.05531,Private room,49,1,98,2019-12-08,2.91,1,358
19143984,✪Sunny King+sofa SmartTV 4m to DWTN FreePk• walk2T,25203946,Eder,,Dorchester,42.30935,-71.06239,Private room,92,3,40,2019-10-15,1.19,17,364
19149341,Fun Houseboat,3029783,Deborah,,Charlestown,42.37579,-71.04981,Entire home/apt,325,2,42,2019-10-22,1.29,3,312
19154786,Comfortable & Convenient ( Centrally Located).,133927887,Kat,,Fenway,42.34568,-71.08887,Entire home/apt,250,91,17,2018-06-22,0.51,12,0
19174144,Clean spacious modern 2BR JP condo,13897255,Chris,,Jamaica Plain,42.3053,-71.11146,Entire home/apt,180,91,5,2017-10-09,0.15,2,0
19182289,"Renovated House, Sunny & Clean room, New Window AC",18517776,Huggy,,Roxbury,42.31343,-71.0935,Private room,36,91,2,2018-11-23,0.06,31,365
19199379,Boston /Logan Airport & Train 3 bed Apartment,9073339,Elisangela,,East Boston,42.37769,-71.03468,Entire home/apt,280,1,184,2020-02-24,5.54,3,295
19209066,Logan Intl Airport - Boston II,129278480,Jay,,East Boston,42.38991,-71.00155,Private room,50,91,1,2018-02-01,0.04,4,364
19220895,South End SOWA 2brm w/ gorgeous patio!,2006852,Jay,,South End,42.33925,-71.06477,Entire home/apt,156,1,102,2019-11-24,3.04,5,215
19225442,Back Bay Duplex,48627982,Matt,,Back Bay,42.35146,-71.08855,Private room,93,180,9,2017-07-06,0.27,1,0
19243707,Very clean house owner living in the house,4546050,Margarita,,West Roxbury,42.27942,-71.15946,Private room,45,2,29,2019-11-26,0.94,2,300
19248168,Cozy 1 bedroom apartment in Roslindale,129640002,John,,Roslindale,42.28153,-71.13675,Entire home/apt,86,30,73,2020-02-16,2.22,1,123
19290895,Quaint Beacon Hill| Beautifully Charming #8 1BR,814298,Thatch,,Beacon Hill,42.35788,-71.07208,Entire home/apt,250,2,48,2019-11-17,1.52,90,119
19291138,Dalton Street 1bd Luxury Apartment,22541573,Ken,,Back Bay,42.34686,-71.08418,Entire home/apt,239,91,0,,,18,365
19291771,Modern Charles in Beacon Hill|1BR 1BA #6,814298,Thatch,,Beacon Hill,42.35957,-71.06983,Entire home/apt,250,2,54,2020-03-01,1.82,90,121
19292171,Urban|Historic Charles Beacon Hill|1BR 1BA #4,814298,Thatch,,Beacon Hill,42.35799,-71.06976,Entire home/apt,225,2,64,2019-12-20,2.01,90,148
19307193,Beacon Hill Historic Charles|1BR 1BA #2,814298,Thatch,,Beacon Hill,42.35882,-71.07053,Entire home/apt,220,2,64,2019-11-10,1.93,90,137
19308245,Quaint Cute Historic Charles|Studio #9,814298,Thatch,,Beacon Hill,42.35907,-71.07117,Entire home/apt,200,2,49,2020-02-29,1.50,90,181
19308998,Modern in Historic Charles|Designed Studio #7,814298,Thatch,,Beacon Hill,42.35942,-71.07207,Entire home/apt,200,2,27,2020-03-04,0.83,90,192
19309434,Charming Charles|Historic Beacon Hill|Studio #5,814298,Thatch,,Beacon Hill,42.35928,-71.0715,Entire home/apt,200,2,47,2019-12-14,1.58,90,187
19309861,On the Hill|Historic Boston|Studio #3,814298,Thatch,,Beacon Hill,42.35752,-71.07167,Entire home/apt,200,2,27,2020-03-01,0.85,90,199
19310183,Family Home + Super Clean + One Stop to Downtown!,18275791,Rob,,East Boston,42.36595,-71.0318,Entire home/apt,225,2,18,2019-07-10,0.55,1,42
19315157,Smart Room w/City View Near Airport & Downtown,74019501,Adam,,East Boston,42.37618,-71.03302,Private room,99,1,400,2020-03-13,12.04,1,324
19327752,Rozzie Room,237023,Margie,,Roslindale,42.2848,-71.13935,Private room,31,30,25,2020-02-14,0.76,1,310
19330793,Jamaica Plain apartment,57925675,Megara,,Jamaica Plain,42.31614,-71.11289,Entire home/apt,75,91,14,2017-08-21,0.42,1,0
19338355,"Back Bay, Comm Ave, perfect for College Graduation",44688386,Ron,,Back Bay,42.34949,-71.08936,Entire home/apt,249,2,83,2019-10-20,2.54,1,108
19346500,Brand New Modern Apartment next to HBS,24986965,Katherine,,Allston,42.35106,-71.13072,Entire home/apt,150,91,1,2017-11-05,0.03,1,0
19351506,Newly renovated modern 1 bedroom apartment,56359408,Billy,,Roxbury,42.33017,-71.06987,Entire home/apt,99,91,38,2020-02-29,1.15,2,362
19356659,Cozy and Convenient ( Great Location),133927887,Kat,,Fenway,42.34021,-71.08873,Entire home/apt,123,91,10,2017-08-29,0.30,12,0
19358947,Downtown- on the Boston Common,799496,Kj,,Downtown,42.35378,-71.06346,Entire home/apt,100,2,153,2020-03-13,4.59,4,176
19364110,Large clean private room close to downtown,80570686,Siena,,Mission Hill,42.33145,-71.10226,Private room,100,2,51,2019-11-09,1.56,4,168
19364446,Light and cozy private room,134737866,Maria,,Brighton,42.35135,-71.16611,Private room,36,91,0,,,1,0
19366533,Boston step a train&bus  beautiful house,4546050,Margarita,,West Roxbury,42.27975,-71.16035,Private room,45,2,13,2020-02-14,0.72,2,349
19373388,Classic New England apartment on MBTA Red line,116319471,Greg And Alicia,,Dorchester,42.29183,-71.06636,Entire home/apt,104,28,98,2020-02-22,2.95,2,57
19411593,"Stefano and Silvia (must love cats, thank you :))",57812241,Alexia,,Dorchester,42.31851,-71.05764,Private room,79,91,4,2018-07-14,0.16,8,355
19412875,Home Away from Home!Free Street Parking!No smoking,135920429,Wendy And Juan,,Mattapan,42.27948,-71.09889,Private room,48,1,98,2020-03-01,2.96,5,359
19435927,Sonder | The Conrad | Industrial 2BR,12243051,Sonder,,Downtown,42.35692,-71.06092,Entire home/apt,165,30,46,2020-03-01,1.59,182,365
19436968,Sonder | The Conrad | Natural 4BR,12243051,Sonder,,Downtown,42.35578,-71.06091,Entire home/apt,257,30,59,2019-12-16,1.79,182,365
19448926,Sonder | The Conrad | Peaceful 3BR,12243051,Sonder,,Downtown,42.35578,-71.06232,Entire home/apt,227,30,58,2020-01-11,1.76,182,365
19455651,Private Suite & Everything Close!,89214914,JB & Ramona,,Charlestown,42.38325,-71.07835,Entire home/apt,150,2,164,2020-03-15,5.06,1,69
19468739,Charming Clean Modern Ultimate Studio FENWAY PARK!,76545076,Missy,,Fenway,42.3464,-71.10464,Entire home/apt,100,91,115,2019-10-01,3.48,13,0
19469130,Sonder | The Conrad | Calming 3BR,12243051,Sonder,,Downtown,42.35718,-71.06109,Entire home/apt,225,30,32,2019-12-01,0.97,182,365
19469134,Sonder | The Conrad | Relaxed 2BR,12243051,Sonder,,Downtown,42.35585,-71.06257,Entire home/apt,160,30,47,2020-02-02,1.50,182,362
19473060,“The Sanctuary” at The Perthshire Road.,16441460,Charles,,Brighton,42.35397,-71.16775,Private room,60,1,56,2020-03-14,1.74,5,365
19506279,Private Room near Harvard / Longwood Medical area,10623565,BJ & Rose,,Mission Hill,42.33186,-71.10921,Private room,70,5,23,2020-03-01,0.72,2,106
19527633,Sonder | The Conrad | Stunning 3BR,12243051,Sonder,,Downtown,42.35576,-71.06197,Entire home/apt,229,30,62,2019-12-09,1.96,182,363
19540224,Free Parking at Newly Renovated 1 Bed Basement Unt,130680380,Jodie,,Fenway,42.35082,-71.09557,Entire home/apt,200,28,188,2020-01-01,5.73,2,152
19544387,Sonder | The Conrad | Charming 2BR,12243051,Sonder,,Downtown,42.35695,-71.06065,Entire home/apt,165,30,37,2020-01-10,1.13,182,363
